movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Lakshya,Farhan Akhtar,Bollywood / Indian,Hindi,186,7.9,2004-06-18,2004-06-18,0,1.7906459787489442,22493.0,22493,40277
Hum Tum,Kunal Kohli,Bollywood / Indian,"Hindi,English",143,7.0,2004-05-28,2004-05-28,0,1.895970568495364,40229.0,40229,76273
Envy,Barry Levinson,Hollywood / English,"English,Italian",99,4.8,2004-04-30,2004-05-01,1,3.098477157360406,3940.0,3940,12208
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.55663430420712,309.0,309,1408
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5587447378492154,2613.0,2613,6686
Main Hoon Na,Farah Khan,Bollywood / Indian,Hindi,182,7.0,2004-04-30,2004-04-30,0,1.8596109716098181,166466.0,166466,309562
Bardaasht,Eeshwar Nivas,Bollywood / Indian,Hindi,155,5.9,2004-04-23,2004-04-24,1,2.2789326044738547,13903.0,13903,31684
Masti,Indra Kumar,Bollywood / Indian,Hindi,166,6.2,2004-04-09,2004-04-09,0,2.3493003870199463,33590.0,33590,78913
Hellboy,Guillermo del Toro,Hollywood / English,"English,Russian,German,Latin",122,6.8,2004-04-02,2004-04-03,1,2.3304639293060103,26254.0,26254,61184
Murder,Anurag Basu,Bollywood / Indian,Hindi,130,5.5,2004-04-02,2004-04-03,1,2.2107752154788844,39331.0,39331,86952
Aetbaar,Vikram Bhatt,Bollywood / Indian,Hindi,152,4.6,2004-01-23,2004-01-23,0,2.5859805415543313,8531.0,8531,22061
Fun2shh... Dudes in the 10th Century,Imtiaz Punjabi,Bollywood / Indian,Hindi,130,4.6,2003-12-19,2003-12-19,0,1.6994731086589123,20118.0,20118,34190
Munna Bhai M.B.B.S.,Rajkumar Hirani,Bollywood / Indian,Hindi,156,8.1,2003-12-19,2003-12-19,0,1.881728404699637,51238.0,51238,96416
Kal Ho Naa Ho,Nikhil Advani,Bollywood / Indian,"Hindi,English",186,7.9,2003-11-28,2003-11-28,0,1.9898246734317087,72037.0,72037,143341
Ong-bak,Prachya Pinkaew,Hollywood / English,"Thai,English",108,7.1,2003-10-23,2003-10-24,1,2.4383741380754307,35821.0,35821,87345
Baghban,Ravi Chopra,Bollywood / Indian,"Hindi,Awadhi",181,7.4,2003-10-03,2003-10-03,0,1.7195953948926896,42214.0,42214,72591
Jeepers Creepers II,Victor Salva,Hollywood / English,English,106,5.6,2003-08-29,2003-08-30,1,2.715112540192926,18660.0,18660,50664
Kuch Naa Kaho,Rohan Sippy,Bollywood / Indian,Hindi,169,5.4,2003-08-26,2003-08-26,0,1.9942388875093122,20135.0,20135,40154
American Wedding,Jesse Dylan,Hollywood / English,English,96,6.3,2003-08-01,2003-08-02,1,2.104108847221282,14773.0,14773,31084
Hungama,Priyadarshan,Bollywood / Indian,Hindi,153,7.6,2003-08-01,2003-08-01,0,1.8192344209526896,43183.0,43183,78560
Charlie's Angels: Full Throttle,McG,Hollywood / English,"English,Mandarin,Spanish",106,4.9,2003-06-27,2003-06-28,1,2.77858361774744,21096.0,21096,58617
Chalte Chalte,Aziz Mirza,Bollywood / Indian,Hindi,167,6.5,2003-06-13,2003-06-13,0,1.8056239990144143,32468.0,32468,58625
2 Fast 2 Furious,John Singleton,Hollywood / English,"English,Spanish",107,5.9,2003-06-06,2003-06-07,1,2.3246263838179875,85181.0,85181,198014
Khwahish,Not Assigned,Bollywood / Indian,Hindi,152,4.1,2003-06-06,2003-06-07,1,2.262875916098054,19785.0,19785,44771
Finding Nemo,"Andrew Stanton, Lee Unkrich",Anime / Kids,English,100,8.2,2003-05-30,2003-05-31,1,2.002786973190103,76427.0,76427,153067
The Italian Job,F. Gary Gray,Hollywood / English,"English,Russian,Italian",111,7.0,2003-05-30,2003-05-30,0,2.439788796821497,38257.0,38257,93339
Ishq Vishk,Ken Ghosh,Bollywood / Indian,Hindi,134,6.1,2003-04-10,2003-04-10,0,1.681765771701532,30355.0,30355,51050
Phone Booth,Joel Schumacher,Hollywood / English,"English,Swahili",81,7.1,2003-04-04,2003-04-05,1,2.579100696643445,7895.0,7895,20362
A Man Apart,F. Gary Gray,Hollywood / English,"English,Spanish",109,6.0,2003-04-04,2003-04-05,1,3.141887954715725,24026.0,24026,75487
Yeh Dil,Teja,Bollywood / Indian,Hindi,147,4.0,2003-04-04,2003-04-05,1,2.352984165651644,24630.0,24630,57954
Ek Aur Ek Gyarah: By Hook or by Crook,David Dhawan,Bollywood / Indian,Punjabi,144,5.3,2003-03-28,2003-03-28,0,1.963766877456845,46808.0,46808,91920
The Core,Jon Amiel,Hollywood / English,English,135,5.5,2003-03-28,2003-03-28,0,2.4363316472399386,13641.0,13641,33234
Oldeuboi,Chan-wook Park,Hollywood / English,Korean,120,8.4,2003-11-21,2003-03-22,-244,2.9453781512605044,26.33606557377049,6426,18927
Cradle 2 the Grave,Andrzej Bartkowiak,Hollywood / English,"English,Mandarin,Korean",101,5.8,2003-02-28,2003-03-01,1,2.2247941241931892,17972.0,17972,39984
Saathiya,Shaad Ali,Bollywood / Indian,Hindi,138,6.8,2002-12-20,2002-12-21,1,2.501985945615643,13092.0,13092,32756
Kaante,Sanjay Gupta,Bollywood / Indian,"Hindi,English",154,6.6,2002-12-20,2002-12-20,0,2.013645558336476,29167.0,29167,58732
Karz: The Burden of Truth,Harry Baweja,Bollywood / Indian,Hindi,173,4.0,2002-12-06,2002-12-07,1,2.220532319391635,21566.0,21566,47888
Die Another Day,Lee Tamahori,Hollywood / English,"English,Korean,Cantonese,Spanish,German,Icelandic,Italian,Arabic",133,6.1,2002-11-20,2002-11-21,1,2.61009900990099,15150.0,15150,39543
Home Alone 4,Rod Daniel,Hollywood / English,English,84,2.6,2002-11-03,2002-11-04,1,2.686741483194837,35019.0,35019,94087
Annarth,Ravi Dewan,Bollywood / Indian,Hindi,100,3.0,2002-11-01,2002-11-01,0,2.4738718301871505,12343.0,12343,30535
The Transporter,"Louis Leterrier, Corey Yuen",Hollywood / English,"English,French,Mandarin",92,6.8,2002-10-11,2002-10-12,1,2.128816699848219,50731.0,50731,107997
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.559870550161812,309.0,309,1409
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5591274397244548,2613.0,2613,6687
The Touch,Peter Pau,Hollywood / English,"English,Mandarin",103,4.6,2002-07-30,2002-07-31,1,3.212507977026165,12536.0,12536,40272
Devdas,Sanjay Leela Bhansali,Bollywood / Indian,Hindi,185,7.5,2002-07-10,2002-07-10,0,1.6613489672977624,92960.0,92960,154439
Men in Black II,Barry Sonnenfeld,Hollywood / English,English,88,6.1,2002-06-30,2002-07-01,1,2.3394014070511546,25159.0,25159,58857
Killing Me Softly,Kaige Chen,Hollywood / English,English,100,5.4,2002-06-18,2002-06-19,1,2.106580507271786,59889.0,59889,126161
Hum Kisi Se Kum Nahin,David Dhawan,Bollywood / Indian,Hindi,161,4.2,2002-05-30,2002-05-31,1,2.885885707496733,16834.0,16834,48581
Awara Paagal Deewana,Vikram Bhatt,Bollywood / Indian,Hindi,158,6.2,2002-06-19,2002-05-19,-31,1.828176975214466,1289.774193548387,39983,73096
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,Bollywood / Indian,"Hindi,English",224,8.1,2002-05-07,2002-05-07,0,1.8204716551320157,46093.0,46093,83911
Spider-Man,Sam Raimi,Hollywood / English,English,121,7.4,2002-05-01,2002-05-02,1,2.077222279846489,115692.0,115692,240318
The Scorpion King,Chuck Russell,Hollywood / English,English,92,5.5,2002-04-17,2002-04-18,1,3.024040720438528,25540.0,25540,77234
Aap Mujhe Achche Lagne Lage,Vikram Bhatt,Bollywood / Indian,Hindi,180,3.1,2002-04-17,2002-04-17,0,1.845173745173745,25900.0,25900,47790
Kya Yehi Pyaar Hai,K. Muralimohana Rao,Bollywood / Indian,Hindi,145,4.2,2002-04-07,2002-04-08,1,2.8085921238864375,12011.0,12011,33734
Aankhen,Vipul Amrutlal Shah,Bollywood / Indian,Hindi,165,7.4,2002-03-27,2002-03-27,0,2.0057341040462426,21625.0,21625,43374
Blade II,Guillermo del Toro,Hollywood / English,"English,Romanian,Czech",117,6.7,2002-03-22,2002-03-22,0,2.418524699599466,29960.0,29960,72459
Ice Age,"Chris Wedge, Carlos Saldanha",Anime / Kids,English,81,7.5,2002-03-15,2002-03-16,1,2.239908925682558,50069.0,50069,112150
Collateral Damage,Andrew Davis,Hollywood / English,"English,Spanish",108,5.5,2002-02-08,2002-02-08,0,2.6505088169035966,12873.0,12873,34120
Kabhi Khushi Kabhie Gham...,Karan Johar,Bollywood / Indian,"Urdu,Hindi,English,Punjabi",210,7.4,2001-12-14,2001-12-14,0,1.793925635668274,138319.0,138319,248134
Training Day,Antoine Fuqua,Hollywood / English,"English,Russian,Spanish,Korean,Greek",122,7.7,2001-10-05,2001-10-06,1,2.5627326758539613,15311.0,15311,39238
Jeepers Creepers,Victor Salva,Hollywood / English,English,90,6.2,2013-06-08,2001-09-01,-4298,2.793647176776193,5.10539785946952,21943,61301
American Pie 2,J.B. Rogers,Hollywood / English,English,108,6.4,2001-08-10,2001-08-11,1,2.329009558932621,47181.0,47181,109885
Planet of the Apes,Tim Burton,Dub / Dual Audio,English,119,5.7,2001-07-27,2001-07-28,1,3.296591454632741,20830.0,20830,68668
Dil Chahta Hai,Farhan Akhtar,Bollywood / Indian,Hindi,183,8.1,2001-07-24,2001-07-24,0,1.8930008590676854,44234.0,44234,83735
The Score,Frank Oz,Hollywood / English,"English,French",124,6.8,2001-07-13,2001-07-14,1,2.476319612590799,10325.0,10325,25568
Tum Bin...: Love Will Find a Way,Anubhav Sinha,Bollywood / Indian,Hindi,158,7.5,2001-07-13,2001-07-13,0,1.8178811434831152,47469.0,47469,86293
The Fast and the Furious,Rob Cohen,Hollywood / English,"English,Spanish",106,6.8,2001-06-22,2001-06-23,1,2.4902211700471346,93774.0,93774,233518
Dr. Dolittle 2,Steve Carr,Hollywood / English,English,87,4.7,2001-06-22,2001-06-23,1,2.4905195764590005,12183.0,12183,30342
Swordfish,Dominic Sena,Hollywood / English,"English,German",99,6.5,2001-06-08,2001-06-09,1,2.6676767011395826,15181.0,15181,40498
The Mummy Returns,Stephen Sommers,Hollywood / English,"English,Arabic",130,6.4,2001-05-04,2001-05-05,1,2.550814721857291,50999.0,50999,130089
Captain Corelli's Mandolin,John Madden,Hollywood / English,"English,Greek,German,Italian",131,5.9,2001-05-04,2001-05-05,1,2.869160274927782,20078.0,20078,57607
Albela,Deepak Sareen,Bollywood / Indian,Hindi,145,3.6,2001-04-20,2001-04-20,0,3.1996567505720823,6992.0,6992,22372
Exit Wounds,Andrzej Bartkowiak,Dub / Dual Audio,English,101,5.6,2001-03-16,2001-03-16,0,4.248017621145374,4540.0,4540,19286
The Job,Not Assigned,Hollywood / English,English,30,8.3,2001-03-14,2001-03-14,0,5.641916167664671,2505.0,2505,14133
Sweet November,Pat O'Connor,Hollywood / English,English,119,6.7,2001-02-16,2001-02-16,0,1.6297470229278985,33758.0,33758,55017
Bob the Builder,Not Assigned,Anime / Kids,English,10,5.5,2001-01-15,2001-01-15,0,1.7660362643790213,10258.0,10258,18116
The Emperor's New Groove,Mark Dindal,Anime / Kids,English,78,7.4,2000-12-15,2000-12-15,0,3.025834230355221,3716.0,3716,11244
Sanam Teri Kasam,Lawrence D'Souza,Bollywood / Indian,"Hindi,English",170,4.0,2009-06-03,2000-12-01,-3106,2.733351831298557,3.4810045074050224,10812,29553
Mohabbatein,Aditya Chopra,Bollywood / Indian,Hindi,216,7.0,2000-10-27,2000-10-27,0,1.6583779151301097,77012.0,77012,127715
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.563106796116505,309.0,309,1410
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5595101415996937,2613.0,2613,6688
Buzz Lightyear of Star Command: The Adventure Begins,Tad Stones,Anime / Kids,English,70,6.2,2000-08-08,2000-08-08,0,3.20695067264574,4460.0,4460,14303
Hera Pheri,Priyadarshan,Bollywood / Indian,Hindi,156,8.1,2000-03-31,2000-03-31,0,1.879240883921071,116662.0,116662,219236
Romeo Must Die,Andrzej Bartkowiak,Hollywood / English,"English,Chinese",115,6.1,2000-03-22,2000-03-23,1,2.3375539850804867,20376.0,20376,47630
An Extremely Goofy Movie,Douglas McCarthy,Anime / Kids,English,79,6.4,2000-02-29,2000-02-29,0,2.923693246852346,2621.0,2621,7663
Badal,Raj Kanwar,Bollywood / Indian,Hindi,166,5.0,2000-02-11,2000-02-11,0,1.6372386568546224,41038.0,41038,67189
Pukar,Rajkumar Santoshi,Bollywood / Indian,Hindi,176,6.7,2000-02-11,2000-02-11,0,2.112434210526316,15200.0,15200,32109
Scream 3,Wes Craven,Dub / Dual Audio,English,116,5.6,2000-02-04,2000-02-05,1,2.77317833853133,7054.0,7054,19562
Dulhan Hum Le Jayenge,David Dhawan,Bollywood / Indian,Hindi,158,5.1,2000-01-15,2000-01-15,0,1.924546161387377,29581.0,29581,56930
Kaho Naa... Pyaar Hai,Rakesh Roshan,Bollywood / Indian,"Hindi,English",172,6.9,2000-01-14,2000-01-14,0,1.8525560797150284,41548.0,41548,76970
American Pie,"Paul Weitz, Chris Weitz",Hollywood / English,English,95,7.0,1999-07-09,2000-01-07,182,2.2524512614678898,383.2967032967033,69760,157131
20000 Leagues Under the Sea,Richard Fleischer,Anime / Kids,English,127,7.2,1954-12-23,2000-01-01,16445,3.4359351988217965,0.20644572818485862,3395,11665
Fantasia/2000,Not Assigned,Anime / Kids,English,75,7.2,1999-12-31,1999-12-31,0,6.8773946360153255,1566.0,1566,10770
Mickey's Once Upon a Christmas,"Alex Mann, Jun Falkenstein, Bradley Raymond",Anime / Kids,English,66,7.1,1999-12-07,1999-12-07,0,1.9501499250374812,5336.0,5336,10406
Sirf Tum,Ahathian,Bollywood / Indian,Hindi,150,6.2,1999-12-01,1999-12-01,0,2.0461335202761,37088.0,37088,75887
Toy Story 2,"John Lasseter, Ash Brannon, Lee Unkrich",Anime / Kids,"English,Arabic,French,Spanish",92,7.9,1999-11-24,1999-11-24,0,2.2624323317334034,45627.0,45627,103228
Winnie the Pooh: Seasons of Giving,"Harry Arends, Jun Falkenstein",Anime / Kids,English,70,7.0,1999-11-08,1999-11-08,0,2.3644567858382506,2881.0,2881,6812
Fight Club,David Fincher,Hollywood / English,English,139,8.8,1999-10-15,1999-10-15,0,2.4515134529147984,28544.0,28544,69976
Vaastav: The Reality,Mahesh Manjrekar,Bollywood / Indian,Hindi,145,8.0,1999-10-07,1999-10-07,0,1.5945537818193887,60262.0,60262,96091
Three Kings,David O. Russell,Hollywood / English,"English,Arabic",114,7.1,1999-10-01,1999-10-02,1,2.6562909726606128,20593.0,20593,54701
Blue Streak,Les Mayfield,Hollywood / English,"English,Spanish",93,6.3,1999-09-17,1999-09-17,0,3.343785503294706,13203.0,13203,44148
The 13th Warrior,Not Assigned,Hollywood / English,"English,Latin,Swedish,Norse, Old,Danish",102,6.6,1999-08-27,1999-08-28,1,2.598880074661689,10715.0,10715,27847
Baadshah,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Bollywood / Indian,Hindi,175,6.8,1999-08-27,1999-08-27,0,1.5390498912357027,71255.0,71255,109665
Haseena Maan Jaayegi,David Dhawan,Bollywood / Indian,Hindi,147,6.3,1999-06-25,1999-06-26,1,2.1776290630975144,26150.0,26150,56945
Mann,Indra Kumar,Bollywood / Indian,Hindi,160,6.1,1999-06-22,1999-06-22,0,1.7334597468980584,48518.0,48518,84104
Hum Dil De Chuke Sanam,Sanjay Leela Bhansali,Bollywood / Indian,Hindi,188,7.4,1999-06-18,1999-06-18,0,1.9822512189133257,57018.0,57018,113024
The Mummy,Stephen Sommers,Hollywood / English,"English,Egyptian (Ancient),Arabic,Chinese,Hebrew,Hungarian",124,7.1,1999-05-07,1999-05-08,1,2.3037279242628745,52603.0,52603,121183
Sarfarosh,John Mathew Matthan,Bollywood / Indian,Hindi,174,8.1,1999-04-30,1999-04-30,0,1.6941606495490906,33377.0,33377,56546
Bade Dilwala,Shakeel Noorani,Bollywood / Indian,Hindi,146,3.7,1999-01-22,1999-01-23,1,2.5119211370930765,8724.0,8724,21914
A Walt Disney Christmas,Not Assigned,Anime / Kids,English,46,7.7,1982-01-01,1999-01-01,6209,2.429492439338882,1.3739732646158802,8531,20726
Wajood,N. Chandra,Bollywood / Indian,Hindi,180,6.9,1998-12-01,1998-12-02,1,2.1479901558654637,12190.0,12190,26184
Mehndi,Not Assigned,Bollywood / Indian,Hindi,100,3.4,1998-11-13,1998-11-14,1,2.2164095371669004,7130.0,7130,15803
The Lion King II: Simba's Pride,"Darrell Rooney, Rob LaDuca",Anime / Kids,English,81,6.4,1998-10-27,1998-10-28,1,2.3143562007780623,42156.0,42156,97564
Kuch Kuch Hota Hai,Karan Johar,Bollywood / Indian,Hindi,177,7.6,1998-10-16,1998-10-16,0,1.9231337237326551,97507.0,97507,187519
Bride of Chucky,Ronny Yu,Hollywood / English,English,89,5.5,1998-10-16,1998-10-16,0,2.366073697585769,31480.0,31480,74484
Bade Miyan Chote Miyan,David Dhawan,Bollywood / Indian,Hindi,140,5.9,1998-10-06,1998-10-06,0,2.1844693647412603,31924.0,31924,69737
Blade,Stephen Norrington,Hollywood / English,"English,Russian,Serbian",120,7.1,1998-08-21,1998-08-21,0,2.2369010452015745,29468.0,29468,65917
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.566343042071197,309.0,309,1411
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.559892843474933,2613.0,2613,6689
Dil Se..,Mani Ratnam,Bollywood / Indian,Hindi,144,7.5,1998-08-21,1998-08-21,0,2.2085315329139172,32585.0,32585,71965
Pocahontas II: Journey to a New World,"Tom Ellery, Bradley Raymond",Anime / Kids,English,72,4.9,1998-08-04,1998-08-04,0,3.353281853281853,4144.0,4144,13896
Saving Private Ryan,Steven Spielberg,Hollywood / English,"English,French,German,Czech",169,8.6,1998-07-24,1998-07-25,1,2.5185267857142857,22400.0,22400,56415
Pyaar To Hona Hi Tha,Anees Bazmee,Bollywood / Indian,Hindi,156,6.6,1998-07-15,1998-07-16,1,2.0686483604372166,22506.0,22506,46557
Satya,Ram Gopal Varma,Bollywood / Indian,Hindi,170,8.3,1998-07-03,1998-07-03,0,2.063623529411765,21250.0,21250,43852
Antz 1998,Not Assigned,Anime / Kids,English,100,5.8,1998-06-29,1998-06-29,0,2.845201793721973,5575.0,5575,15862
Doctor Dolittle,Betty Thomas,Hollywood / English,English,85,5.4,1998-06-26,1998-06-27,1,2.52055788455337,12404.0,12404,31265
Major Saab,Tinnu Anand,Bollywood / Indian,Hindi,165,5.3,1998-06-26,1998-06-26,0,1.511186746890778,61993.0,61993,93683
Ghulam,Vikram Bhatt,Bollywood / Indian,Hindi,162,7.2,1998-06-19,1998-06-19,0,1.9995612303102102,22791.0,22791,45572
Jab Pyaar Kisise Hota Hai,Deepak Sareen,Bollywood / Indian,Hindi,154,5.9,1998-05-22,1998-05-22,0,2.0637949389894357,24422.0,24422,50402
Godzilla,Roland Emmerich,Hollywood / English,"English,French,Japanese,Russian,Spanish",139,5.4,1998-05-20,1998-05-21,1,2.3887508871540097,28180.0,28180,67315
Deep Impact,Mimi Leder,Hollywood / English,"English,Russian",120,6.2,1998-05-08,1998-05-09,1,3.0986973947895793,13972.0,13972,43295
Pyaar Kiya To Darna Kya,Sohail Khan,Bollywood / Indian,Hindi,162,6.6,1998-03-27,1998-03-27,0,1.817033807123846,35318.0,35318,64174
Belle's Magical World,Bob Kline,Anime / Kids,English,92,5.3,1998-02-17,1998-02-17,0,2.642485412395521,6341.0,6341,16756
Chachi 420,Kamal Hassan,Bollywood / Indian,Hindi,155,7.4,1997-12-19,1997-12-19,0,2.136728287408441,14335.0,14335,30630
Scream 2,Wes Craven,Dub / Dual Audio,English,120,6.3,1997-12-12,1997-12-13,1,2.8066645028670347,9243.0,9243,25942
Home Alone 3,Raja Gosnell,Hollywood / English,"English,Polish",102,4.5,1997-12-12,1997-12-13,1,2.1655123932514058,38408.0,38408,83173
Pardes,Subhash Ghai,Bollywood / Indian,Hindi,191,6.9,1997-12-08,1997-12-08,0,1.70017962156443,40641.0,40641,69097
Ishq,Indra Kumar,Bollywood / Indian,Hindi,161,6.8,1997-11-28,1997-11-28,0,1.6975834154792844,66954.0,66954,113660
Beauty and the Beast: The Enchanted Christmas,Andrew Knight,Anime / Kids,English,72,5.9,1997-11-11,1997-11-11,0,2.8381332931242462,13264.0,13264,37645
Dil To Pagal Hai,Yash Chopra,Bollywood / Indian,Hindi,180,7.0,1997-10-31,1997-10-31,0,1.9821561756800494,71061.0,71061,140854
Pooh's Grand Adventure: The Search for Christopher Robin,Not Assigned,Anime / Kids,English,76,7.1,1997-08-05,1997-08-05,0,2.905247376311844,3335.0,3335,9689
Men in Black,Barry Sonnenfeld,Hollywood / English,"English,Spanish",98,7.3,1997-07-02,1997-07-03,1,2.727144049649766,27553.0,27553,75141
Hercules,"Ron Clements, John Musker",Anime / Kids,"English,Spanish,Greek",93,7.3,1997-06-27,1997-06-27,0,2.1061295632807204,10327.0,10327,21750
Anaconda,Luis Llosa,Hollywood / English,English,89,4.8,1997-04-11,1997-04-12,1,2.6022122364327687,28930.0,28930,75282
Donnie Brasco,Mike Newell,Hollywood / English,"English,Italian,Japanese",127,7.7,1997-02-28,1997-03-01,1,4.3373737373737375,3465.0,3465,15029
Scream,Wes Craven,Dub / Dual Audio,English,111,7.4,1996-12-20,1996-12-21,1,2.621274202619105,12447.0,12447,32627
Ajay,Suneel Darshan,Bollywood / Indian,Hindi,146,3.9,1996-12-20,1996-12-21,1,2.271732415497308,11331.0,11331,25741
Ghatak: Lethal,Rajkumar Santoshi,Bollywood / Indian,Hindi,158,7.5,1996-11-08,1996-11-08,0,1.5985479908755922,45592.0,45592,72881
Diljale,Harry Baweja,Bollywood / Indian,Hindi,159,5.8,1996-09-20,1996-09-20,0,1.4592457247266395,70054.0,70054,102226
Chain Reaction,Andrew Davis,Hollywood / English,"English,Chinese",107,5.6,1996-08-02,1996-08-02,0,3.334899427396858,6811.0,6811,22714
Daraar,Not Assigned,Bollywood / Indian,Hindi,100,5.5,1996-07-05,1996-07-06,1,2.663065226090436,7497.0,7497,19965
Independence Day,Roland Emmerich,Hollywood / English,English,145,7.0,1996-07-03,1996-07-04,1,2.6431386785603155,19282.0,19282,50965
The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise",Anime / Kids,"English,Latin",91,6.9,1996-06-21,1996-06-21,0,3.0007610350076104,2628.0,2628,7886
Chaahat,Mahesh Bhatt,Bollywood / Indian,Hindi,151,5.5,1996-06-06,1996-06-07,1,2.1343366117628473,25317.0,25317,54035
The Quest,Jean-Claude Van Damme,Hollywood / English,English,95,5.6,1996-04-26,1996-04-26,0,2.649367235574132,8613.0,8613,22819
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.56957928802589,309.0,309,1412
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5602755453501724,2613.0,2613,6690
James and the Giant Peach,Henry Selick,Anime / Kids,English,79,6.7,1996-04-12,1996-04-12,0,2.4632836622365417,7449.0,7449,18349
Executive Decision,Stuart Baird,Hollywood / English,"English,Arabic",133,6.5,1996-03-15,1996-03-15,0,2.7340017693895606,6782.0,6782,18542
Broken Arrow,John Woo,Hollywood / English,English,108,6.0,1996-02-09,1996-02-09,0,2.372360364863176,8003.0,8003,18986
Twelve Monkeys,Terry Gilliam,Hollywood / English,"English,French",129,8.0,1996-01-05,1996-01-05,0,3.086740605859957,6041.0,6041,18647
Haqeeqat,Sandesh Kohli,Bollywood / Indian,Hindi,166,4.6,1995-12-20,1995-12-21,1,2.478445336767937,13199.0,13199,32713
Heat,Michael Mann,Hollywood / English,"English,Spanish",170,8.3,1995-12-15,1995-12-15,0,2.2538260248988977,12611.0,12611,28423
Nick of Time,John Badham,Hollywood / English,English,90,6.3,1995-11-22,1995-11-23,1,10.37544456471316,6467.0,6467,67098
Toy Story,John Lasseter,Anime / Kids,English,81,8.3,1995-11-22,1995-11-22,0,2.477562575328643,35677.0,35677,88392
Dilwale Dulhania Le Jayenge,Aditya Chopra,Bollywood / Indian,"Hindi,Urdu,Punjabi",189,8.0,1995-10-20,1995-10-20,0,1.7128016570061495,124562.0,124562,213350
Coolie No. 1,David Dhawan,Bollywood / Indian,Hindi,143,6.6,1995-06-30,1995-06-30,0,1.9945042003611526,38211.0,38211,76212
Pocahontas,"Mike Gabriel, Eric Goldberg",Anime / Kids,"English,Algonquin",81,6.7,1995-06-23,1995-06-23,0,3.378898007033998,4265.0,4265,14411
A Goofy Movie,Kevin Lima,Anime / Kids,English,78,6.9,1995-04-07,1995-04-07,0,4.125236473704124,2643.0,2643,10903
Karan Arjun,Rakesh Roshan,Bollywood / Indian,Hindi,175,6.8,1995-01-13,1995-01-13,0,1.7651323643002599,56964.0,56964,100549
War of the Buttons,John Roberts,Hollywood / English,"Irish Gaelic,English",94,7.4,1994-10-14,1994-10-15,1,5.851839237057221,2936.0,2936,17181
The Next Karate Kid,Christopher Cain,Hollywood / English,English,107,4.5,1994-08-12,1994-08-12,0,2.1000582298136647,10304.0,10304,21639
Hum Aapke Hain Koun...!,Sooraj R. Barjatya,Bollywood / Indian,Hindi,206,7.5,1994-08-05,1994-08-05,0,2.112676899738518,100198.0,100198,211686
Baby's Day Out,Patrick Read Johnson,Anime / Kids,English,99,6.2,1994-07-01,1994-07-02,1,2.257111883179645,76562.0,76562,172809
The Lion King,"Roger Allers, Rob Minkoff",Anime / Kids,"English,Swahili,Xhosa,Zulu",88,8.5,1994-06-24,1994-06-25,1,2.1904555054597745,66761.0,66761,146237
The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove",Anime / Kids,English,69,5.8,1994-05-20,1994-05-20,0,2.4048126331620505,7979.0,7979,19188
Anjaam,Rahul Rawail,Bollywood / Indian,Hindi,170,6.6,1994-04-22,1994-04-22,0,2.1326349955739157,13556.0,13556,28910
Andaz Apna Apna,Rajkumar Santoshi,Bollywood / Indian,Hindi,160,8.0,1994-04-11,1994-04-11,0,1.67588838292475,96186.0,96186,161197
Baazigar,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Bollywood / Indian,Hindi,175,7.6,1993-11-12,1993-11-12,0,2.106328668251034,22722.0,22722,47860
The Nightmare Before Christmas,Henry Selick,Anime / Kids,English,76,7.9,1993-10-29,1993-10-29,0,4.162091239402503,4954.0,4954,20619
Gettysburg,Ronald F. Maxwell,Hollywood / English,English,271,7.6,1993-10-08,1993-10-09,1,6.65136476426799,806.0,806,5361
Mahakaal,"Shyam Ramsay, Tulsi Ramsay",Bollywood / Indian,Hindi,132,4.6,1993-07-23,1993-07-24,1,2.0823736404350606,6252.0,6252,13019
Cliffhanger,Renny Harlin,Hollywood / English,English,113,6.5,1993-05-28,1993-05-28,0,2.413537460068712,16591.0,16591,40043
Aankhen,David Dhawan,Bollywood / Indian,Hindi,170,6.7,1993-04-09,1993-04-09,0,1.8456645330576869,25153.0,25153,46424
