movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Bhoo,Not Assigned,Tollywood,Hindi,100,5.8,1970-01-01,2016-08-19,17032,4.408646188850967,0.7741310474401127,13185,58128
The Model,Mads Matthiesen,Hollywood / English,"English,Danish,French",105,5.8,2016-02-11,2016-08-18,189,4.159121103730199,51.77248677248677,9785,40697
Sundown,Fernando Lebrija,Hollywood / English,English,103,5.3,2016-04-22,2016-08-18,118,4.300605465553919,51.78813559322034,6111,26281
Bachelors,Kenny Young,Hollywood / English,English,86,3.9,2015-11-14,2016-08-18,278,3.9556766209308583,53.48201438848921,14868,58813
Joshy,Jeff Baena,Hollywood / English,English,93,5.9,2016-08-12,2016-08-18,6,6.562983814215341,236.83333333333334,1421,9326
Five Nights in Maine,Not Assigned,Hollywood / English,English,82,4.6,2016-08-05,2016-08-17,12,10.720529801324503,62.916666666666664,755,8094
Endgame,Carmen Marron,Hollywood / English,English,90,5.4,2015-09-25,2016-08-17,327,17.707635009310987,1.6422018348623852,537,9509
Loafer,Puri Jagannadh,Tollywood,Telugu,134,5.0,2015-12-17,2016-08-17,244,3.673970010190712,112.60655737704919,27476,100946
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.095424836601307,191.25,765,7723
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.284604176784847,686.3333333333334,2059,6763
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.441798941798941,126.0,378,4325
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.691919191919192,594.0,1782,4797
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.469957081545065,25.88888888888889,466,5811
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.553418803418804,6.077922077922078,468,5875
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.721784776902886,16.565217391304348,381,3704
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.826666666666668,7.5,75,1937
Tadakha,Kishore,Tollywood,Telugu,147,5.4,2013-05-10,2016-08-17,1195,3.496607812565842,19.85857740585774,23731,82978
Bastille Day,James Watkins,Hollywood / English,"English,French",92,6.3,2016-04-22,2016-08-16,116,3.8593217588836604,53.12931034482759,6163,23785
Range 15,Not Assigned,Hollywood / English,English,89,5.0,2016-06-15,2016-08-16,62,5.427306926311131,72.88709677419355,4519,24526
The Man Who Knew Infinity,Matt Brown,Hollywood / English,"English,Hindi,Tamil,French,Sanskrit",108,7.2,2016-04-08,2016-08-16,130,4.530300669886275,49.37692307692308,6419,29080
Dulla Bhatti Wala,Minar Malhotra,Punjabi,Punjabi,107,4.8,2016-06-10,2016-08-16,67,4.627522152236575,139.80597014925374,9367,43346
Romeo,Gopi Ganesh,Tollywood,Telugu,119,5.6,2014-10-10,2016-08-16,676,4.365976311784556,22.356508875739646,15113,65983
Dark Cove,Rob Willey,Hollywood / English,English,84,5.1,2016-08-02,2016-08-15,13,4.552170396333244,285.3076923076923,3709,16884
ID2: Shadwell Army,Joel Novoa,Hollywood / English,English,92,4.5,2016-08-12,2016-08-15,3,6.960413080895009,387.3333333333333,1162,8088
Let's Be Evil,Martin Owen,Hollywood / English,English,82,4.2,2016-08-05,2016-08-15,10,7.912005457025921,146.6,1466,11599
Observance,Joseph Sims-Dennett,Hollywood / English,English,90,4.5,2016-04-07,2016-08-15,130,7.401243424198948,16.084615384615386,2091,15476
Seclusion,Joe Bandelli,Hollywood / English,English,92,3.7,2015-10-23,2016-08-15,297,6.285123966942149,4.888888888888889,1452,9126
Amateur Night,"Lisa Addario, Joe Syracuse",Hollywood / English,English,92,5.1,2016-08-12,2016-08-13,1,4.828060244617406,9893.0,9893,47764
Project 12: The Bunker,Jaime Falero,Hollywood / English,English,97,3.4,2016-01-08,2016-08-13,218,4.856576665840971,18.51834862385321,4037,19606
Thirst,Greg Kiefer,Hollywood / English,English,87,4.4,1970-01-01,2016-08-13,17026,5.139333621808741,0.27146716786091857,4622,23754
UNindian,Anupam Sharma,Hollywood / English,English,102,5.6,2015-10-15,2016-08-12,302,6.178678270329073,12.175496688741722,3677,22719
Too Late,Dennis Hauck,Hollywood / English,English,107,6.6,1970-01-01,2016-08-12,17025,8.841640706126688,0.11312775330396475,1926,17029
The Land,Steven Caple Jr.,Hollywood / English,English,104,6.5,2016-08-04,2016-08-12,8,13.187793427230046,159.75,1278,16854
Break-Up Nightmare,Mark Quod,Hollywood / English,English,90,4.5,2016-03-06,2016-08-12,159,5.325153374233129,30.754716981132077,4890,26040
Me Before You,Thea Sharrock,Hollywood / English,"English,French",106,7.4,2016-06-03,2016-07-02,29,3.446907613644323,984.6206896551724,28554,98423
Cell,Tod Williams,Hollywood / English,English,98,4.4,2016-06-10,2016-06-11,1,4.037783375314861,5955.0,5955,24045
Black Widows,Venita Ozols-Graham,Hollywood / English,English,78,5.8,2016-08-05,2016-08-11,6,5.160660114063827,1373.5,8241,42529
Embers,Claire Carré,Hollywood / English,English,85,5.4,2015-09-18,2016-08-11,328,7.593067068575735,4.045731707317073,1327,10076
2 Lava 2 Lantula!,Not Assigned,Hollywood / English,English,100,4.2,2016-08-06,2016-08-11,5,7.104918032786885,671.0,3355,23837
The Brooklyn Banker,Federico Castelluccio,Hollywood / English,English,95,6.6,2016-08-05,2016-08-11,6,6.917782026768642,174.33333333333334,1046,7236
Bastard,"Powell Robinson, Patrick Robert Young",Hollywood / English,English,82,4.6,2015-10-16,2016-08-10,299,4.88982402448355,8.74247491638796,2614,12782
Amityville Terror,Michael Angelo,Hollywood / English,English,84,3.2,1970-01-01,2016-08-10,17023,4.916976810764386,0.2051929742113611,3493,17175
Money Monster,Jodie Foster,Hollywood / English,"English,Korean,Icelandic,Russian",98,6.5,2016-05-27,2016-06-01,5,4.271575342465753,1168.0,5840,24946
Ratchet & Clank,Not Assigned,Anime / Kids,English,94,5.6,2016-04-29,2016-08-10,103,6.422694272653939,36.10679611650485,3719,23886
Global Baba,Manoj Tiwari,Bollywood / Indian,Hindi,120,5.7,2016-03-11,2016-08-09,151,3.89684095006663,84.48344370860927,12757,49712
The Suffering,Robert Hamilton,Hollywood / English,English,105,4.4,2016-07-29,2016-08-08,10,5.00437898089172,251.2,2512,12571
The Remains,Thomas Della Bella,Hollywood / English,English,85,3.7,2016-08-05,2016-08-08,3,4.520300238826339,977.0,2931,13249
The Mind's Eye,Joe Begos,Hollywood / English,English,87,4.7,2016-08-05,2016-08-08,3,6.053731343283582,670.0,2010,12168
The Binding,Gus Krieger,Hollywood / English,English,91,3.6,1970-01-01,2016-08-08,17021,6.259661016949153,0.08665765818694554,1475,9233
Phobia,Pawan Kripalani,Bollywood / Indian,"Hindi,English",112,6.8,2016-05-27,2016-06-06,10,3.6496316758747698,2389.2,23892,87197
ABCs of Death 2.5,"Travis Betz, Zac Blair, Ryan Bosworth",Hollywood / English,English,85,4.7,2016-08-02,2016-08-06,4,5.6098758302050244,865.75,3463,19427
Edge of Winter,Rob Connolly,Hollywood / English,English,89,5.4,2016-08-02,2016-08-06,4,7.0204545454545455,550.0,2200,15445
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.09673202614379,191.25,765,7724
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.2844660194174757,686.6666666666666,2060,6766
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.444444444444445,126.0,378,4326
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.6924803591470257,594.0,1782,4798
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.472103004291846,25.88888888888889,466,5812
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.555555555555555,6.077922077922078,468,5876
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.686684073107049,16.652173913043477,383,3710
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.84,7.5,75,1938
Gernika (Guernica),Koldo Serra,Hollywood / English,"English,German,Basque",110,5.8,2016-09-09,2016-08-06,-34,4.872813519122443,99.20588235294117,3373,16436
Shelley,Ali Abbasi,Hollywood / English,"Danish,English,Norwegian,Swedish,Romanian",92,5.2,2016-12-01,2016-08-06,-117,7.462193460490464,25.094017094017094,2936,21909
Split,Jamie Buckner,Hollywood / English,English,90,2.9,2016-08-02,2016-08-06,4,7.3194758246723906,553.25,2213,16198
Waiting,Anu Menon,Bollywood / Indian,"Hindi,English",92,7.2,2016-05-27,2016-06-06,10,5.202690336749634,1092.8,10928,56855
A Cinderella Story: If the Shoe Fits,Michelle Johnston,Hollywood / English,English,92,5.8,2016-08-02,2016-08-05,3,5.1737022823671985,1650.3333333333333,4951,25615
Carter High,Arthur Muhammad,Hollywood / English,English,110,5.1,2015-10-30,2016-08-05,280,14.3130081300813,1.7571428571428571,492,7042
The Intent,"Femi Oyeniran, Kalvadour Peterson",Hollywood / English,English,104,4.4,2016-07-29,2016-08-05,7,7.622144112478032,243.85714285714286,1707,13011
The Man in 3B,Trey Haley,Hollywood / English,English,93,5.3,2015-11-06,2016-08-05,273,7.738522954091817,5.5054945054945055,1503,11631
The VVitch: A New-England Folktale (The Witch),Robert Eggers,Hollywood / English,English,92,6.9,2016-02-19,2016-03-21,31,3.3967184770275383,1791.0645161290322,55523,188596
Gekijo-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (Pokemon Heroes),"Jim Malone, Kunihiko Yuyama",Anime / Kids,Japanese,80,6.0,2002-07-10,2016-08-05,5140,3.4465415549597855,3.6284046692607004,18650,64278
Raman Raghav 2.0,Anurag Kashyap,Bollywood / Indian,Hindi,133,7.3,2016-06-24,2016-06-25,1,2.5227438998149503,46474.0,46474,117242
Oh Yaara Ainvayi Ainvayi Lut Gaya,Raj Sinha,Punjabi,Punjabi,123,5.8,2015-05-22,2015-05-25,3,4.619041872812839,5524.666666666667,16574,76556
Beta Test,Nicholas Gyeney,Hollywood / English,English,88,5.7,2016-07-22,2016-08-04,13,5.675238795003674,209.3846153846154,2722,15448
The Daughter,Simon Stone,Hollywood / English,English,96,6.6,2016-03-17,2016-08-04,140,9.080123266563945,9.271428571428572,1298,11786
Love & Friendship,Whit Stillman,Hollywood / English,"English,French",90,6.4,2016-05-26,2016-06-14,19,6.269816272965879,200.52631578947367,3810,23888
The Bet,Ryan Ederer,Hollywood / English,English,88,4.0,2016-08-02,2016-08-03,1,4.26702307259426,3554.0,3554,15165
Summer Camp,Alberto Marini,Hollywood / English,"English,Spanish",81,5.1,2016-06-10,2016-08-03,54,4.295517241379311,53.7037037037037,2900,12457
Prep School,Sean Nichols Lynch,Hollywood / English,English,85,6.0,2016-07-05,2016-08-03,29,9.815,34.48275862068966,1000,9815
Good Kids,Chris McCoy,Hollywood / English,"English,French,Japanese",86,6.0,2016-07-14,2016-08-03,20,3.7565241924107773,354.45,7089,26630
God's Not Dead 2,Not Assigned,Hollywood / English,English,2,4.4,2016-04-01,2016-08-03,124,9.328891580860084,13.314516129032258,1651,15402
Dough,John Goldschmidt,Hollywood / English,English,94,6.2,2016-04-29,2016-08-03,96,7.171428571428572,3.6458333333333335,350,2510
Shivam,Sreenivasa Reddy,Tollywood,Telugu,168,5.4,2015-10-02,2016-08-03,306,2.6574949563695585,134.44771241830065,41141,109332
Raju Gari Gadhi,Omkar,Tollywood,Telugu,135,5.0,2015-10-22,2016-08-03,286,3.599109635554214,46.33916083916084,13253,47699
Scooby-Doo! And WWE: Curse of the Speed Demon,"Tim Divar, Dong Won Jung, Young Won Jung",Anime / Kids,English,80,6.0,2016-08-09,2016-08-03,-6,4.532037118868758,1131.5,6789,30768
K-Shop,Dan Pringle,Hollywood / English,English,2,5.9,2016-07-22,2016-08-02,11,5.989006823351024,239.8181818181818,2638,15799
Newcomer,Kai Barry,Hollywood / English,"Serbian,English",97,5.5,2015-09-23,2016-08-02,314,6.986133768352365,3.9044585987261144,1226,8565
Kanchana 2,Lawrence Raghavendra,Tollywood,"Tamil,Telugu",166,5.5,2015-04-17,2016-08-02,473,2.768312638367504,65.89217758985201,31167,86280
Guddu Ki Gun,"Sheershak Anand, Shantanu Ray Chhibber",Bollywood / Indian,Hindi,130,4.7,2015-10-30,2015-10-31,1,2.2554779073976112,71834.0,71834,162020
Jawani Phir Nahi Ani 2015,Nadeem Beyg,Pakistani,Urdu,156,7.4,2015-09-25,2016-04-22,210,607.3247863247864,2.2285714285714286,468,284228
Into the Forest,Patricia Rozema,Hollywood / English,English,101,5.8,2016-07-29,2016-07-30,1,5.825086001587722,3779.0,3779,22013
Tallulah,Sian Heder,Hollywood / English,English,111,6.7,2016-07-29,2016-07-30,1,5.945137157107232,3609.0,3609,21456
The Childhood of a Leader,Brady Corbet,Hollywood / English,"English,French,German",115,6.1,2016-05-13,2016-07-30,78,7.400789733464956,12.987179487179487,1013,7497
Is This the Real World,Martin McKenna,Hollywood / English,English,90,5.8,2015-04-09,2016-07-30,478,8.503628447024674,2.8828451882845187,1378,11718
Daylight's End,William Kaufman,Hollywood / English,English,105,5.4,2016-08-26,2016-07-29,-28,4.609208002192381,130.32142857142858,3649,16819
A Hologram for the King,Tom Tykwer,Hollywood / English,"English,Arabic",98,6.1,2016-04-28,2016-07-29,92,5.129032258064516,24.934782608695652,2294,11766
In the Deep,Johannes Roberts,Hollywood / English,"English,Spanish",89,5.6,2016-10-20,2016-07-29,-83,3.788341755787989,205.03614457831324,17018,64470
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,10.099346405228758,191.25,765,7726
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.2854368932038835,686.6666666666666,2060,6768
Consent,Nadira Amrani,Hollywood / English,English,100,5.5,2023-02-07,2023-02-10,3,11.447089947089948,126.0,378,4327
WWE Smackdown 2023-02-10,Not Assigned,Wrestling,English,100,5.8,2023-02-10,2023-02-13,3,2.6930415263748597,594.0,1782,4799
Vacation Home Nightmare,Lindsay Hartley,Hollywood / English,English,100,5.0,2023-01-29,2023-02-16,18,12.476394849785407,25.88888888888889,466,5814
The Inspection,Elegance Bratton,Hollywood / English,English,95,7.1,2022-12-02,2023-02-17,77,12.557692307692308,6.077922077922078,468,5877
Little Dixie,John Swab,Hollywood / English,English,105,4.8,2023-01-28,2023-02-20,23,9.691906005221933,16.652173913043477,383,3712
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,25.85333333333333,7.5,75,1939
Love on the Run,Ash Christian,Hollywood / English,English,80,5.3,1970-01-01,2016-07-29,17011,8.103914590747332,0.08259361589559697,1405,11386
Jigariyaa,Raj Purohit,Bollywood / Indian,Hindi,142,4.9,2014-10-10,2014-10-11,1,4.823357565051974,14719.0,14719,70995
Blood Moon,Not Assigned,Hollywood / English,English,73,4.1,1970-01-01,2016-07-28,17010,8.21724333522405,0.10364491475602587,1763,14487
Blood Punch,Madellaine Paxson,Hollywood / English,English,104,6.3,2014-02-21,2016-07-28,888,6.271923076923077,2.9279279279279278,2600,16307
The Adventures of Panda Warrior,Kwok-Shing Lo,Anime / Kids,"Mandarin,English,Macedonian",78,1.8,2016-08-02,2016-07-28,-5,6.035508827613569,1008.2,5041,30425
Don't Worry Baby,Julian Branciforte,Hollywood / English,English,88,5.3,2016-07-22,2016-07-27,5,7.7910014513788095,137.8,689,5368
Girl on the Edge,Jay Silverman,Hollywood / English,English,100,5.5,2015-02-23,2016-07-27,520,8.1644,4.8076923076923075,2500,20411
Meet My Valentine,Brian Herzlinger,Hollywood / English,English,89,6.3,2016-02-14,2016-07-27,164,4.53268156424581,21.829268292682926,3580,16227
Quitters,Noah Pritzker,Hollywood / English,English,95,5.4,2016-07-22,2016-07-27,5,7.8860845839017735,293.2,1466,11561
Bai fa mo nu zhuan zhi ming yue tian guo (The White Haired Witch of Lunar Kingdom),Chi Leung 'Jacob' Cheung,Dub / Dual Audio,Mandarin,104,5.3,2014-04-25,2016-07-27,824,3.08391167192429,38.470873786407765,31700,97760
The King of the Streets,"Zhong Lei, Yue Song",Dub / Dual Audio,Mandarin,88,5.0,2012-07-27,2016-07-27,1461,3.04971975363894,32.1170431211499,46923,143102
Barbie and the Secret Door,Karen J. Lloyd,Anime / Kids,English,81,5.6,2014-08-07,2014-08-27,20,2.601348146298839,2002.75,40055,104197
Viral,"Henry Joost, Ariel Schulman",Hollywood / English,English,85,5.4,2016-07-29,2016-07-26,-3,4.579653737753322,2483.6666666666665,7451,34123
Scare Campaign,"Cameron Cairnes, Colin Cairnes",Hollywood / English,English,80,5.8,2016-03-23,2016-07-26,125,4.720139930034983,16.008,2001,9445
The Harvesting,Ivan Kraljevic,Hollywood / English,English,92,3.7,1970-01-01,2016-07-26,17008,5.254589539314167,0.16974365004703668,2887,15170
Robinson Crusoe (The Wild Life),"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Anime / Kids,"English,French,German",91,5.3,2016-03-30,2016-07-26,118,4.594527705211054,61.63559322033898,7273,33416
Manhattan Nocturne (Manhattan Night),Brian DeCubellis,Hollywood / English,English,113,6.2,2016-05-20,2016-05-21,1,4.148398519233864,6213.0,6213,25774
Traded,Timothy Woodward Jr.,Hollywood / English,English,98,5.1,2016-06-10,2016-06-14,4,6.025954946131244,510.5,2042,12305
Chosen,Jasmin Dizdar,Hollywood / English,English,100,5.1,2016-08-08,2016-07-25,-14,5.229895502044525,157.21428571428572,2201,11511
Natural Selection,Chad L. Scheifele,Hollywood / English,English,101,5.1,2016-08-26,2016-07-25,-32,9.285067873303168,41.4375,1326,12312
On the Brain,Kevin Van Stevenson,Hollywood / English,English,86,2.5,2016-07-12,2016-07-25,13,6.0559299191374665,114.15384615384616,1484,8987
SPL 2: A Time for Consequences (Kill Zone 2),Pou-Soi Cheang,Hollywood / English,"Mandarin,Cantonese,Thai,English,Korean",120,6.7,2015-06-18,2016-07-23,401,2.771645722675649,57.748129675810475,23157,64183
Meet the Blacks,Deon Taylor,Hollywood / English,English,94,4.8,2016-04-01,2016-07-23,113,6.692524682651622,12.548672566371682,1418,9490
The Chemist (Assassin X),Art Camacho,Hollywood / English,English,102,3.6,2016-08-02,2016-07-23,-10,4.3868153174987885,412.6,4126,18100
The Bronze,Bryan Buckley,Hollywood / English,English,100,6.1,2016-03-18,2016-07-23,127,6.432485322896282,8.047244094488189,1022,6574
Puerto Ricans in Paris,Ian Edelman,Hollywood / English,English,82,5.3,2016-06-10,2016-06-14,4,5.483076923076923,406.25,1625,8910
Machhli Jal Ki Rani Hai,Debaloy Dey,Bollywood / Indian,Hindi,120,2.3,2014-06-13,2016-07-23,771,3.083049147442327,38.793774319066145,29910,92214
Batman: The Killing Joke,Sam Liu,Anime / Kids,English,76,6.4,2016-07-25,2016-07-23,-2,4.895145244727417,5026.0,10052,49206
Beautiful Prison,Joel Vallie,Hollywood / English,English,83,4.8,2016-07-12,2016-07-22,10,6.667774086378738,210.7,2107,14049
Betrothed,Jim Lane,Hollywood / English,English,90,3.6,2016-02-08,2016-07-22,165,6.0393768931198615,14.006060606060606,2311,13957
Bridgend,Jeppe Rønde,Hollywood / English,English,95,5.5,2015-06-25,2016-07-22,393,7.69064039408867,2.5826972010178118,1015,7806
Rebirth,Karl Mueller,Hollywood / English,"English,French",100,5.0,2016-07-15,2016-07-22,7,6.778021978021978,195.0,1365,9252
Something in the Woods,"David Ford, Tony Gibson",Hollywood / English,English,88,3.8,1970-01-01,2016-07-22,17004,8.652225519287834,0.0990943307457069,1685,14579
Chudail Story,Not Assigned,Bollywood / Indian,Hindi,100,5.8,1970-01-01,2016-07-22,17004,3.343877959129259,3.087920489296636,52507,175577
Rough,C.H. Subba Reddy,Tollywood,Telugu,180,4.3,2014-11-28,2016-07-22,602,3.355996574449864,44.61295681063123,26857,90132
Sniper: Ghost Shooter,Don Michael Paul,Hollywood / English,English,99,5.4,2016-08-02,2016-07-21,-12,3.411430887717876,1233.5,14802,50496
